lnc	gene	Stg I $estimate	Stg I $p.value	Stg II $estimate	Stg II $p.value	Stg III $estimate	Stg III $p.value
ENSG00000245694	ENSG00000048162	0.2089401	0.006096545	0.160276	0.1404448	-0.01418226	0.8974966
ENSG00000245694	ENSG00000111641	0.3881814	1.553593e-07	0.3168853	0.002952068	0.03615479	0.7425316
ENSG00000268388	ENSG00000101361	-0.02737157	0.7223117	0.5383177	8.9992e-08	0.09537186	0.3852589
ENSG00000245694	ENSG00000055044	0.3711465	5.809769e-07	0.3952195	0.0001658689	0.3631489	0.0006357189
ENSG00000268388	ENSG00000055044	0.05269927	0.4936255	0.4335241	3.051364e-05	0.2343821	0.0308445
ENSG00000245694	ENSG00000142546	0.09279363	0.2273781	0.2323967	0.03130332	0.1497692	0.1712841
ENSG00000245532	ENSG00000142546	-0.06944799	0.366749	-0.2841286	0.008020097	-0.1478674	0.1768486
ENSG00000245694	ENSG00000086991	0.001081794	0.988796	0.4036433	0.0001163063	0.208135	0.05594196
ENSG00000268388	ENSG00000141458	0.03797957	0.6218835	0.2021079	0.06201989	0.1654033	0.1303293
ENSG00000251562	ENSG00000141458	0.3733259	4.928119e-07	0.2558624	0.0174175	0.3437585	0.00127684
ENSG00000268388	ENSG00000119655	0.1487326	0.05220027	0.662773	3.619404e-12	0.06509006	0.5539553
ENSG00000245694	ENSG00000107281	0.07840504	0.3080468	0.02431377	0.8241504	0.07141754	0.5160034
ENSG00000268388	ENSG00000141279	0.05765942	0.4538042	0.1157918	0.2883847	0.1110511	0.3116267
ENSG00000245694	ENSG00000113971	0.30834	4.079768e-05	0.2353109	0.02918528	0.412604	8.708096e-05
ENSG00000268388	ENSG00000131697	0.2324359	0.002219211	0.2520693	0.01921516	0.1410699	0.1978177
ENSG00000251562	ENSG00000182446	0.3893716	1.412823e-07	0.2744558	0.01054995	0.2075822	0.05661161
ENSG00000245532	ENSG00000181163	0.2426278	0.001386659	-0.04981196	0.648778	0.1008931	0.3582193
ENSG00000268388	ENSG00000181163	-0.03494965	0.6499638	0.07093103	0.5163512	0.09308854	0.3967896
ENSG00000251562	ENSG00000107833	0.1735638	0.02319222	-0.101827	0.3508643	-0.04701134	0.6692031
ENSG00000245532	ENSG00000107833	0.239974	0.001570251	-0.1254548	0.2497528	-0.06646892	0.545572
ENSG00000245694	ENSG00000159899	0.3788136	3.238686e-07	0.1155505	0.2893973	0.2191711	0.04387182
ENSG00000245532	ENSG00000103148	0.516102	5.024979e-13	0.30372	0.004471189	0.07112311	0.5177396
ENSG00000245532	ENSG00000156642	0.1905575	0.01254239	0.1968138	0.06932783	0.5619807	2.189916e-08
ENSG00000251562	ENSG00000171246	-0.06805809	0.3764407	0.4013139	0.0001284239	0.2117852	0.05168048
ENSG00000245694	ENSG00000131910	-0.09518845	0.2155549	-0.07913415	0.4689072	-0.008514342	0.9383551
ENSG00000245694	ENSG00000126368	0.110398	0.1505902	0.1461673	0.1793078	0.06580862	0.5495789
ENSG00000251562	ENSG00000131408	0.2625431	0.0005222557	0.1839537	0.0899891	0.1203814	0.2724555
ENSG00000245532	ENSG00000131408	0.2552421	0.0007537952	-0.08277887	0.4486137	0.1484083	0.1752527
ENSG00000251562	ENSG00000120798	0.472189	7.033018e-11	0.4111495	8.408765e-05	0.3254674	0.002370146
ENSG00000233016	ENSG00000177463	0.1209509	0.1150655	0.07005845	0.5215379	0.07931358	0.4705737
ENSG00000203875	ENSG00000177463	-0.1440788	0.06009759	-0.2342057	0.02997385	-0.08897391	0.4180775
ENSG00000234741	ENSG00000177463	0.19083	0.01241432	-0.02407184	0.8258724	0.006322292	0.9542057
ENSG00000247092	ENSG00000177463	0.3057192	4.777293e-05	0.2326778	0.03109356	0.2290782	0.03495707
ENSG00000179935	ENSG00000177463	0.3540662	2.025411e-06	0.3501159	0.0009511765	0.3601763	0.0007094801
ENSG00000224965	ENSG00000177463	0.2850888	0.0001571988	0.09703886	0.3740927	0.2360611	0.02963085
ENSG00000184274	ENSG00000177463	0.09546045	0.2142403	0.1789355	0.09926432	0.1856742	0.0888842
ENSG00000197989	ENSG00000177463	0.4017247	5.155096e-08	0.2387109	0.02686839	0.1392694	0.2036594
ENSG00000234456	ENSG00000177463	0.2280475	0.00270099	0.1650759	0.12879	0.1438112	0.189156
ENSG00000249201	ENSG00000177463	0.1430501	0.06196957	0.05771331	0.5976244	0.1981627	0.06906517
ENSG00000227354	ENSG00000177463	0.2731195	0.0003011976	0.4629669	7.177213e-06	0.4519414	1.413059e-05
ENSG00000185186	ENSG00000177463	-0.04971096	0.5184824	0.07524935	0.4910753	0.1496119	0.1717395
ENSG00000177640	ENSG00000177463	0.4731312	6.371351e-11	0.3711381	0.0004348772	0.4649355	7.364026e-06
ENSG00000245532	ENSG00000177463	0.5000383	3.325359e-12	0.4244192	4.649284e-05	0.4367473	2.929672e-05
ENSG00000235050	ENSG00000177463	0.001574309	0.9836957	0.1464492	0.1784614	0.02265378	0.8369538
ENSG00000214851	ENSG00000177463	0.1048189	0.1724439	0.01971663	0.8570062	0.01329218	0.9038981
ENSG00000231074	ENSG00000177463	0.5880723	2.748861e-17	0.5273344	1.822475e-07	0.5727235	1.020308e-08
ENSG00000253738	ENSG00000177463	0.3315661	9.425286e-06	0.1780889	0.1009004	0.5037374	8.90484e-07
ENSG00000236790	ENSG00000177463	0.1636529	0.03245321	0.2014295	0.06291984	-0.01133968	0.9179614
ENSG00000218510	ENSG00000177463	0.6192825	1.738501e-19	0.6986678	7.474054e-14	0.6386426	4.832609e-11
ENSG00000205837	ENSG00000177463	0.05373881	0.4851293	0.08715972	0.4248829	0.02896878	0.7924121
ENSG00000255717	ENSG00000177463	0.5089149	1.184778e-12	0.4220524	5.177008e-05	0.2368421	0.02908023
ENSG00000245532	ENSG00000175745	-0.03997618	0.6036702	0.2328098	0.03099548	0.07411793	0.5002198
ENSG00000251562	ENSG00000175745	-0.09070086	0.2380791	0.3157285	0.003064014	0.06839268	0.5339799
ENSG00000268388	ENSG00000175745	0.2107564	0.005658649	0.05981735	0.5843126	0.1744287	0.1103531
ENSG00000245532	ENSG00000185551	0.3001217	6.659141e-05	0.1576464	0.1471585	0.2688801	0.01283724
ENSG00000229140	ENSG00000113580	0.05473894	0.4770299	-0.1368169	0.2090661	0.03489948	0.7511754
ENSG00000196668	ENSG00000113580	-0.08561228	0.2655539	0.1232465	0.2582518	-0.09977466	0.3636001
ENSG00000254389	ENSG00000113580	0.005613398	0.941912	0.09809382	0.3688962	-0.09263372	0.3991107
ENSG00000249859	ENSG00000113580	-0.1650965	0.03093466	-0.1087337	0.318979	0.07562324	0.4915317
ENSG00000247095	ENSG00000113580	0.01844628	0.810743	-0.1425168	0.1905346	0.06847347	0.5334958
ENSG00000255717	ENSG00000113580	-0.00257041	0.9733827	-0.004146323	0.9697763	-0.1849169	0.09021737
ENSG00000233016	ENSG00000113580	-0.121276	0.1140849	-0.1286749	0.2377075	-0.275693	0.01065458
ENSG00000245694	ENSG00000119508	-0.07981573	0.299397	0.2320633	0.03155373	-0.07778758	0.4791808
ENSG00000268388	ENSG00000213281	0.007417966	0.9232884	0.13353	0.2203176	0.2232609	0.03998645
ENSG00000251562	ENSG00000213281	0.2815216	0.0001914035	0.06069575	0.5787955	0.163879	0.133959
ENSG00000245694	ENSG00000213281	0.2612698	0.0005571957	0.2625673	0.01459262	0.2106849	0.05293597
ENSG00000268388	ENSG00000115216	0.03833701	0.6186056	0.5866115	2.936443e-09	0.02335274	0.8319957
ENSG00000245694	ENSG00000078618	0.3253378	1.412868e-05	0.3943597	0.0001718976	0.1845965	0.09078631
ENSG00000268388	ENSG00000078618	-0.04424927	0.5655133	0.180869	0.09560565	0.1108596	0.3124669
ENSG00000254389	ENSG00000106459	0.3595889	1.363236e-06	0.1975741	0.0682375	0.1500926	0.1703509
ENSG00000225077	ENSG00000106459	-0.04907939	0.5238166	-0.003932251	0.971336	-0.05057277	0.6457685
ENSG00000245694	ENSG00000106459	0.3736792	4.797817e-07	0.4017341	0.0001261548	0.2105506	0.05309099
ENSG00000247400	ENSG00000106459	0.450015	6.610936e-10	0.3001576	0.004987029	0.5063626	7.645248e-07
ENSG00000253738	ENSG00000106459	0.2792312	0.0002168941	0.1175151	0.2812203	0.3097474	0.003917198
ENSG00000198468	ENSG00000106459	0.3327267	8.731884e-06	0.09965405	0.3612922	0.2442082	0.02429886
ENSG00000227848	ENSG00000106459	0.1505988	0.04928493	0.06498996	0.5521764	0.1520398	0.1648105
ENSG00000230590	ENSG00000106459	0.6070085	1.360881e-18	0.4213909	5.334174e-05	0.2539283	0.01902625
ENSG00000178977	ENSG00000106459	0.01819072	0.8133168	0.07566882	0.4886553	0.05914587	0.5907875
ENSG00000231074	ENSG00000106459	0.7449908	1.580082e-31	0.7232729	3.696194e-15	0.6579949	7.788718e-12
ENSG00000215386	ENSG00000106459	-0.1646918	0.03135413	0.03219385	0.7685584	0.08138596	0.4590202
ENSG00000234608	ENSG00000106459	0.5561174	2.873559e-15	0.5780091	5.627965e-09	0.4308596	3.850546e-05
ENSG00000249859	ENSG00000106459	0.2166204	0.004430385	0.3243063	0.002317005	0.2782546	0.00992203
ENSG00000205865	ENSG00000106459	-0.03009815	0.6959553	-0.03720516	0.7337846	-0.05971171	0.5872342
ENSG00000231607	ENSG00000106459	0.3391043	5.70595e-06	0.4113538	8.333934e-05	0.2855834	0.008063882
ENSG00000255717	ENSG00000106459	0.7214683	8.957766e-29	0.6386176	3.705838e-11	0.456759	1.113177e-05
ENSG00000203875	ENSG00000106459	0.1905632	0.0125397	0.01417554	0.8969293	0.2745523	0.01099572
ENSG00000177410	ENSG00000106459	0.2854752	0.0001538579	0.1312913	0.2282214	0.25342	0.01927536
ENSG00000245532	ENSG00000165671	0.3481956	3.060341e-06	0.2958322	0.005683926	0.233365	0.03159988
ENSG00000268388	ENSG00000165671	0.1617938	0.03450158	0.1308568	0.2297781	0.12401	0.2581568
ENSG00000245694	ENSG00000147383	0.164908	0.0311294	0.04449534	0.6841576	-0.0561651	0.6096641
ENSG00000251562	ENSG00000073969	0.2725537	0.0003103746	0.1197577	0.2720762	0.1814614	0.09650273
ENSG00000268388	ENSG00000088833	-0.1119837	0.1447779	0.3671572	0.0005064237	-0.009508051	0.9311771
ENSG00000268388	ENSG00000035681	0.3124199	3.181491e-05	0.5193817	2.991505e-07	0.2795487	0.009568981
ENSG00000245694	ENSG00000169189	0.08238773	0.2840437	-0.04683567	0.6684941	0.2124426	0.0509421
ENSG00000245694	ENSG00000107672	0.2397645	0.00158565	0.2587968	0.01612797	0.1649292	0.13145
ENSG00000268388	ENSG00000165802	0.04526441	0.5566203	0.6543943	8.306126e-12	0.1371525	0.2106843
ENSG00000245694	ENSG00000037474	0.3932401	1.034871e-07	0.2755129	0.01024313	0.1149791	0.2947128
ENSG00000268388	ENSG00000130305	-0.1244413	0.1048771	0.2703829	0.01180831	-0.00539833	0.9608925
ENSG00000245532	ENSG00000130305	0.1318335	0.0856485	-0.122989	0.2592554	-0.04107306	0.7089805
ENSG00000245694	ENSG00000122643	0.278525	0.000225369	0.2886984	0.007022841	0.1685787	0.1230088
ENSG00000268388	ENSG00000122643	0.06287746	0.4139241	0.3678559	0.0004931343	0.2683534	0.01302108
ENSG00000245694	ENSG00000141698	0.4456844	1.005316e-09	0.1331846	0.2215246	0.1357668	0.2153748
ENSG00000268388	ENSG00000168268	0.05119504	0.5060581	0.6729029	1.278906e-12	0.08332536	0.448351
ENSG00000251562	ENSG00000168268	0.2062357	0.006804624	0.1053346	0.3344308	0.05666016	0.6065109
ENSG00000245694	ENSG00000065057	0.09554523	0.2138317	-0.06263093	0.5667266	-0.03952493	0.7194853
ENSG00000268388	ENSG00000148335	-0.04489252	0.5598703	0.2612254	0.01512388	0.07720114	0.4825109
ENSG00000245694	ENSG00000074527	0.163426	0.03269747	0.1086998	0.319131	0.2310536	0.03337466
ENSG00000245694	ENSG00000196358	0.01444866	0.8512179	0.4991764	9.97095e-07	0.07759787	0.4802568
ENSG00000251562	ENSG00000103274	0.07375431	0.3377123	0.1711764	0.1150602	0.1920082	0.07833374
ENSG00000251562	ENSG00000095906	0.1535821	0.04490635	0.03420574	0.7545384	-0.05634499	0.6085175
ENSG00000268388	ENSG00000095906	-0.09718636	0.2060324	-0.06242456	0.5680079	-0.01171542	0.9152529
ENSG00000245532	ENSG00000095906	0.157233	0.03999507	0.134479	0.2170262	-0.12606	0.2503086
ENSG00000245694	ENSG00000151413	0.2999885	6.711423e-05	0.08254124	0.4499217	0.05210843	0.6357675
ENSG00000268388	ENSG00000120526	0.04742357	0.537933	0.1334399	0.2206319	0.2933552	0.00643442
ENSG00000245532	ENSG00000106268	0.1710245	0.02531667	0.0007087938	0.9948322	-0.07531232	0.4933197
ENSG00000268388	ENSG00000106268	-0.07639419	0.320657	0.5790802	5.195374e-09	0.1270603	0.2465391
ENSG00000251562	ENSG00000106268	0.1553645	0.04244898	0.1862226	0.08602691	0.03553015	0.7468288
ENSG00000232611	ENSG00000167005	0.4200111	1.072902e-08	0.4310319	3.428283e-05	0.4928726	1.651807e-06
ENSG00000266969	ENSG00000167005	0.2206511	0.003730976	0.4715909	4.576957e-06	0.3411864	0.001396031
ENSG00000268047	ENSG00000167005	0.3723695	5.298009e-07	0.3756862	0.000364547	0.3433983	0.001292959
ENSG00000231731	ENSG00000167005	0.4076362	3.135584e-08	0.403141	0.0001188262	0.2235304	0.03974078
ENSG00000263843	ENSG00000167005	0.6176761	2.287506e-19	0.5518326	3.645924e-08	0.420199	6.236603e-05
ENSG00000267254	ENSG00000167005	0.410211	2.517447e-08	0.206505	0.05643743	0.2937714	0.006356014
ENSG00000132204	ENSG00000167005	0.2143184	0.004880696	0.04475397	0.6824199	0.188652	0.08379205
ENSG00000262049	ENSG00000167005	0.3323636	8.943477e-06	0.1358598	0.2122992	-0.08270859	0.4517289
ENSG00000226686	ENSG00000167005	0.3797414	3.0145e-07	0.1885859	0.08204845	0.2987035	0.005489162
ENSG00000267858	ENSG00000167005	0.4761227	4.646329e-11	0.1430399	0.1888952	0.3630905	0.0006370981
ENSG00000261889	ENSG00000167005	0.1961619	0.01012978	-0.01381406	0.8995437	0.1447012	0.1864041
ENSG00000268205	ENSG00000167005	0.4733893	6.200836e-11	0.4116228	8.236379e-05	0.5236221	2.715481e-07
ENSG00000263069	ENSG00000167005	0.6023593	2.89958e-18	0.6551139	7.742101e-12	0.6144142	3.992225e-10
ENSG00000258682	ENSG00000167005	0.4920351	8.222682e-12	0.5681221	1.161861e-08	0.3792852	0.0003438539
ENSG00000255050	ENSG00000167005	0.244936	0.001243163	0.3158591	0.003051189	0.1367562	0.2120183
ENSG00000267049	ENSG00000167005	0.44253	1.359265e-09	0.1286234	0.237897	0.2587819	0.0167836
ENSG00000231607	ENSG00000167005	0.2314993	0.002314938	0.2462501	0.02228182	0.1210384	0.269828
ENSG00000228436	ENSG00000167005	0.2176349	0.004244058	0.1730822	0.1110113	0.1390067	0.2045219
ENSG00000259605	ENSG00000167005	0.04266576	0.579519	-0.2045472	0.05887018	0.1532849	0.1613383
ENSG00000253190	ENSG00000167005	0.208962	0.006091082	0.1895484	0.08047075	-0.1553357	0.1557381
ENSG00000219410	ENSG00000167005	0.4742411	5.669064e-11	0.30073	0.004900742	0.4113791	9.182928e-05
ENSG00000270820	ENSG00000167005	0.4129556	1.988007e-08	0.1115604	0.3064846	0.1079993	0.3251928
ENSG00000267523	ENSG00000167005	0.533478	5.801228e-14	0.3200086	0.002667893	0.2392582	0.02743112
ENSG00000263272	ENSG00000167005	0.3875254	1.636829e-07	0.1829828	0.09172809	0.2955699	0.006026825
ENSG00000267219	ENSG00000167005	0.4731227	6.377025e-11	0.1524339	0.1611747	0.2305505	0.03377182
ENSG00000227456	ENSG00000167005	0.1390155	0.06977868	0.2694321	0.0121202	0.2119652	0.05147743
ENSG00000260464	ENSG00000167005	0.5788919	1.101257e-16	0.3707617	0.000441223	0.3020604	0.004960736
ENSG00000225439	ENSG00000167005	0.4244737	7.209942e-09	0.4633324	7.043432e-06	0.3720885	0.0004540597
ENSG00000266903	ENSG00000167005	0.08835494	0.2504878	0.03579263	0.7435356	0.1616898	0.1393059
ENSG00000226330	ENSG00000167005	0.4017631	5.138654e-08	0.3789002	0.0003213196	0.3352123	0.001712646
ENSG00000232677	ENSG00000167005	0.5646076	8.770529e-16	0.3620605	0.0006137243	0.3256803	0.002353642
ENSG00000232600	ENSG00000167005	0.1956899	0.01031586	0.09587762	0.3798639	0.2654113	0.01409075
ENSG00000251562	ENSG00000167005	0.3212416	1.83503e-05	0.2535384	0.01850084	0.239515	0.02726062
ENSG00000266402	ENSG00000167005	0.07879642	0.3056307	-0.1129936	0.3002732	-0.2327623	0.03205482
ENSG00000230262	ENSG00000167005	0.3607597	1.252287e-06	0.3937377	0.0001763841	0.4653705	7.201731e-06
ENSG00000214719	ENSG00000167005	0.5746071	2.073968e-16	0.5335328	1.227575e-07	0.3933245	0.0001962043
ENSG00000233912	ENSG00000167005	-0.03046531	0.692433	0.01506443	0.890505	-0.04889212	0.6567861
ENSG00000264112	ENSG00000167005	0.3459989	3.563884e-06	0.3536708	0.0008363671	0.3814777	0.0003155253
ENSG00000215424	ENSG00000167005	0.6097226	8.700556e-19	0.5804023	4.70511e-09	0.5356396	1.275899e-07
ENSG00000179818	ENSG00000167005	0.5539227	3.88404e-15	0.3871474	0.0002310338	0.2967946	0.005811379
ENSG00000258725	ENSG00000167005	0.4243715	7.276296e-09	0.3130216	0.003340962	0.2051812	0.05959701
ENSG00000261326	ENSG00000167005	0.4002179	5.842576e-08	0.2313853	0.03206813	0.3258247	0.00234251
ENSG00000234741	ENSG00000167005	0.3000883	6.672238e-05	0.110805	0.3097919	0.09794519	0.3725074
ENSG00000263826	ENSG00000167005	0.3556355	1.811282e-06	0.3012618	0.004821765	0.2010853	0.06498472
ENSG00000223374	ENSG00000167005	0.4796522	3.188718e-11	0.3420734	0.001265564	0.3657389	0.0005772364
ENSG00000230148	ENSG00000167005	0.4509574	6.029884e-10	0.1633552	0.1328801	0.2389241	0.02765433
ENSG00000215458	ENSG00000167005	0.2108612	0.005634281	0.2797514	0.009089972	0.171548	0.1164527
ENSG00000260260	ENSG00000167005	0.07494092	0.3299759	-0.005993696	0.9563214	-0.0914657	0.4051079
ENSG00000261659	ENSG00000167005	0.56776	5.596085e-16	0.4371058	2.57691e-05	0.5516567	4.449258e-08
ENSG00000260032	ENSG00000167005	0.5779144	1.273385e-16	0.5664359	1.311632e-08	0.663377	4.577555e-12
ENSG00000224888	ENSG00000167005	0.4491996	7.157015e-10	0.5578347	2.409374e-08	0.3813422	0.0003172115
ENSG00000245322	ENSG00000167005	0.4807713	2.827381e-11	0.4816402	2.667564e-06	0.3318171	0.001920203
ENSG00000246560	ENSG00000167005	0.310446	3.589911e-05	0.2314502	0.03201859	0.3556369	0.0008372682
ENSG00000265148	ENSG00000167005	0.5801177	9.172878e-17	0.5401488	7.980752e-08	0.2568177	0.01766212
ENSG00000228060	ENSG00000167005	0.2926252	0.000102808	0.3446332	0.001156547	0.2178149	0.04522735
ENSG00000233098	ENSG00000167005	0.1288457	0.09304957	0.1614629	0.1374911	0.2675003	0.01332373
ENSG00000268388	ENSG00000167005	0.08765916	0.2542527	0.4424898	1.99164e-05	0.2693889	0.01266175
ENSG00000259972	ENSG00000167005	0.5751677	1.910127e-16	0.4777885	3.287433e-06	0.6097711	5.86335e-10
ENSG00000229431	ENSG00000167005	0.4317992	3.707322e-09	0.2504024	0.02005413	0.3541026	0.0008849877
ENSG00000237125	ENSG00000167005	0.06876587	0.3714859	0.004845721	0.9646812	0.1020063	0.3529133
ENSG00000258017	ENSG00000167005	0.5111567	9.086195e-13	0.404072	0.0001141953	0.2570707	0.01754677
ENSG00000235351	ENSG00000167005	0.3242445	1.515539e-05	0.1636284	0.1322241	0.1989576	0.0679354
ENSG00000261474	ENSG00000167005	0.2858568	0.0001506227	0.01058705	0.9229279	0.4786266	3.598468e-06
ENSG00000257259	ENSG00000167005	0.2489579	0.00102518	0.004365953	0.9681761	0.137838	0.2083908
ENSG00000231074	ENSG00000167005	0.6331764	1.513719e-20	0.6420502	2.696295e-11	0.5314594	1.664805e-07
ENSG00000225733	ENSG00000167005	0.5966314	7.240814e-18	0.7065497	2.950428e-14	0.6161062	3.465014e-10
ENSG00000245532	ENSG00000167005	0.409095	2.769427e-08	0.1794611	0.0982591	0.2563129	0.01789417
ENSG00000230530	ENSG00000167005	0.3277718	1.207409e-05	0.4991844	9.966308e-07	0.3875746	0.0002476402
ENSG00000250988	ENSG00000167005	0.6521239	4.412003e-22	0.5010394	8.952026e-07	0.2235972	0.03968007
ENSG00000237380	ENSG00000167005	-0.04090602	0.59527	0.382913	0.0002739689	0.1210475	0.2697918
ENSG00000226167	ENSG00000167005	0.3916803	1.173843e-07	0.3273182	0.002096437	0.3733654	0.000432407
ENSG00000251562	ENSG00000173598	0.08532498	0.2671672	0.2216813	0.04023742	0.2053185	0.05942285
ENSG00000245694	ENSG00000170502	0.1427587	0.06250849	0.1225968	0.2607895	-0.08254383	0.4526336
ENSG00000251562	ENSG00000143228	0.2637276	0.0004915832	0.2798707	0.009059234	0.2666451	0.01363326
ENSG00000245694	ENSG00000137497	0.3366608	6.723721e-06	0.3564089	0.0007567036	0.2191459	0.04389669
ENSG00000245694	ENSG00000105245	0.2656208	0.0004459938	0.5821739	4.117091e-09	0.1813452	0.09671987
ENSG00000245694	ENSG00000069248	0.2728484	0.0003055623	0.1157658	0.2884937	0.3338512	0.00179329
ENSG00000268388	ENSG00000113569	0.0165619	0.8297664	0.2371371	0.02792071	0.1332442	0.2241026
ENSG00000251562	ENSG00000030066	0.2454801	0.001211378	0.2466842	0.02203946	0.3767207	0.000379942
ENSG00000245532	ENSG00000095319	0.1570356	0.04024853	0.2035326	0.06016405	0.1030043	0.3481979
ENSG00000268388	ENSG00000095319	0.1394059	0.06898951	0.4605885	8.108026e-06	0.08646297	0.4313864
ENSG00000245694	ENSG00000095319	0.2991437	7.052097e-05	0.4421236	2.027122e-05	0.2576466	0.01728666
ENSG00000251562	ENSG00000095319	0.1987722	0.009153208	0.316019	0.003035547	0.3556868	0.0008357571
ENSG00000245694	ENSG00000155561	0.2770852	0.0002436104	0.3694971	0.0004631662	0.1305487	0.2336996
ENSG00000268388	ENSG00000155561	0.04568987	0.5529132	0.4497664	1.396214e-05	0.08585657	0.4346363
ENSG00000251562	ENSG00000143552	0.02535577	0.7420115	-0.05750118	0.5989741	-0.08189892	0.4561847
ENSG00000245694	ENSG00000126883	0.2917437	0.0001081101	0.3153245	0.003104001	0.2835795	0.008538804
ENSG00000268388	ENSG00000126883	0.0819475	0.2866334	0.1638405	0.1317166	0.1194849	0.2760685
ENSG00000245694	ENSG00000163002	0.3524801	2.266212e-06	0.355975	0.0007688477	0.3981067	0.0001611376
ENSG00000251562	ENSG00000075188	0.1624863	0.03372611	0.2603356	0.0154853	0.119584	0.2756678
ENSG00000268388	ENSG00000120253	0.06814977	0.3757966	0.3719281	0.0004218325	0.08893383	0.4182881
ENSG00000268388	ENSG00000093000	0.1274617	0.09664609	0.415123	7.059863e-05	0.1600166	0.1434999
ENSG00000268388	ENSG00000139496	0.2489623	0.001024962	0.1838629	0.09015071	0.07290574	0.5072737
ENSG00000245694	ENSG00000139496	0.1547498	0.04328338	0.2454121	0.02275615	0.2133519	0.04993516
ENSG00000245532	ENSG00000213024	0.3271002	1.261084e-05	0.02165874	0.8430928	0.1554672	0.1553838
ENSG00000251562	ENSG00000213024	0.3741472	4.630302e-07	0.1159859	0.2875719	0.2345281	0.03073732
ENSG00000245694	ENSG00000102900	0.487049	1.42843e-11	0.5273259	1.82345e-07	0.2087112	0.0552507
ENSG00000268388	ENSG00000102900	0.1057798	0.168521	0.8553171	1.036638e-25	0.2844757	0.008323448
ENSG00000251562	ENSG00000102900	0.3175431	2.316085e-05	0.1536199	0.1579017	0.1225124	0.263995
ENSG00000245694	ENSG00000110713	0.1831468	0.01649809	0.1716865	0.1139655	0.1915578	0.07904927
ENSG00000245532	ENSG00000102898	0.2621023	0.000534116	-0.06790929	0.5344237	-0.03975312	0.7179336
ENSG00000245694	ENSG00000162231	0.2904682	0.0001162357	0.2509722	0.0197639	0.275024	0.01085352
ENSG00000268388	ENSG00000135114	0.07493835	0.3299925	0.2676976	0.01270771	-0.01718497	0.8759516
ENSG00000245694	ENSG00000124006	0.1344088	0.07965463	0.1186464	0.2765819	0.2039643	0.06115829
ENSG00000245694	ENSG00000099330	0.06959961	0.3657012	-0.0781627	0.4743991	-0.1346002	0.2193806
ENSG00000251562	ENSG00000122126	0.3872319	1.675436e-07	0.2924167	0.006293794	0.2771707	0.01022645
ENSG00000268388	ENSG00000122126	0.06629744	0.3889401	-0.009209543	0.932931	-0.06743368	0.5397433
ENSG00000268388	ENSG00000136811	0.07541685	0.3269051	0.5273924	1.815816e-07	0.2201313	0.04293258
ENSG00000251562	ENSG00000136811	0.2137894	0.004989817	0.1426032	0.1902629	0.2959021	0.005967697
ENSG00000245694	ENSG00000136811	0.2799702	0.0002083432	0.4685835	5.361814e-06	0.2676178	0.01328171
ENSG00000245694	ENSG00000177989	0.1343109	0.07987612	0.02134625	0.8453284	-0.2010433	0.06504199
ENSG00000245694	ENSG00000046651	0.4254463	6.606484e-09	0.2454894	0.02271202	0.2846695	0.008277501
ENSG00000268388	ENSG00000087263	0.06523705	0.3965875	0.4179753	6.218687e-05	0.2799372	0.009465165
ENSG00000245694	ENSG00000087263	0.4936689	6.848259e-12	0.3156848	0.003068319	0.2236752	0.03960934
ENSG00000251562	ENSG00000104147	0.2319923	0.002264091	0.2839271	0.008066789	0.2528266	0.01956967
ENSG00000245694	ENSG00000130558	-0.07758994	0.3131186	0.3297413	0.001932925	0.1468468	0.1798887
ENSG00000251562	ENSG00000162745	0.1992095	0.008997989	0.05948278	0.5864203	0.1304976	0.2338843
ENSG00000245694	ENSG00000203668	0.1817363	0.01736324	0.1536667	0.1577737	0.2013976	0.06456053
ENSG00000245694	ENSG00000175938	0.08932376	0.24531	-0.07551691	0.489531	0.06336887	0.5645062
ENSG00000245694	ENSG00000085840	0.2994583	6.9234e-05	0.3173695	0.002906305	0.1729465	0.1134599
ENSG00000245694	ENSG00000115942	0.4324063	3.505985e-09	0.3240733	0.002334905	0.4552404	1.200573e-05
ENSG00000245694	ENSG00000135336	0.1642805	0.03178538	0.07390746	0.4988591	0.1786601	0.1018465
ENSG00000268388	ENSG00000115947	0.07087883	0.3569345	0.2142151	0.04764346	0.2123879	0.05100319
ENSG00000245694	ENSG00000164815	0.2176305	0.004244856	0.3760895	0.0003588445	0.1369761	0.2112776
ENSG00000268388	ENSG00000128699	0.04409748	0.5668488	0.5333702	1.240492e-07	0.3019937	0.004970787
ENSG00000245694	ENSG00000172057	0.04509903	0.5580644	-0.1381356	0.2046687	-0.1186474	0.2794731
ENSG00000268388	ENSG00000130703	0.1406526	0.06651847	0.0200079	0.8549166	0.164107	0.1334112
ENSG00000245532	ENSG00000130703	0.2458733	0.001188873	0.2601727	0.01555229	0.4526015	1.367913e-05
ENSG00000251562	ENSG00000130703	0.3396576	5.496717e-06	0.4091291	9.182872e-05	0.2254042	0.03806743
ENSG00000245694	ENSG00000070882	0.1564798	0.04096953	0.4217283	5.253467e-05	0.3037578	0.00471115
ENSG00000245694	ENSG00000021762	0.1372582	0.07342157	0.3266512	0.002143586	0.1959714	0.07225812
ENSG00000251562	ENSG00000091039	0.2914818	0.0001097337	0.2454014	0.02276224	0.2380536	0.02824315
ENSG00000268388	ENSG00000167770	-0.008773126	0.9093296	0.1944375	0.07282654	0.222883	0.040333
