lnc	gene	Stg I $estimate	Stg I $p.value	Stg II $estimate	Stg II $p.value
ENSG00000238018	ENSG00000136231	0.508793	0.01850209	0.1712125	0.0381299
ENSG00000244151	ENSG00000136231	0.04795859	0.8364514	-0.0880643	0.2888398
ENSG00000248256	ENSG00000136231	-0.3490182	0.1209741	-0.08167203	0.325405
ENSG00000269997	ENSG00000136231	-0.2439527	0.2865667	-0.07196107	0.3864041
ENSG00000269940	ENSG00000136231	-0.1473824	0.5237789	0.1370913	0.09776602
ENSG00000231365	ENSG00000136231	-0.007646049	0.9737596	0.0385375	0.6430592
ENSG00000239415	ENSG00000136231	0.09572113	0.6797975	0.009904293	0.9052271
ENSG00000245937	ENSG00000136231	0.01679135	0.9424104	0.228877	0.005296753
ENSG00000260852	ENSG00000136231	-0.007677407	0.973652	-0.03689939	0.6572499
ENSG00000179818	ENSG00000136231	-0.2279241	0.3203774	-0.08737001	0.2926731
ENSG00000261342	ENSG00000136231	-0.482773	0.02664195	-0.1229976	0.1377618
ENSG00000225439	ENSG00000136231	-0.146761	0.5255502	0.06817904	0.4119166
ENSG00000270959	ENSG00000136231	0.001265709	0.9956555	0.03143399	0.7054627
ENSG00000230896	ENSG00000136231	-0.2931747	0.1971226	-0.04934895	0.5527943
ENSG00000259985	ENSG00000136231	-0.3683668	0.1003674	0.02209257	0.7905443
ENSG00000262879	ENSG00000136231	-0.5952654	0.004415938	0.1841906	0.02553105
ENSG00000231050	ENSG00000136231	-0.003263783	0.9887975	-0.02992533	0.7189903
ENSG00000130600	ENSG00000136231	-0.02600207	0.9109197	0.2124899	0.009769384
ENSG00000245694	ENSG00000104365	0.4986912	0.0213839	0.3153202	0.0001001887
ENSG00000268388	ENSG00000104365	0.2965276	0.1918102	0.01724819	0.8357339
ENSG00000251562	ENSG00000104365	0.1869365	0.4171446	0.5935503	2.324278e-15
ENSG00000268388	ENSG00000137070	0.04118745	0.8593028	0.2502422	0.002236285
ENSG00000251562	ENSG00000137070	0.01788019	0.9386826	0.4619399	3.874855e-09
ENSG00000245694	ENSG00000137070	-0.5755993	0.006327433	-0.08777018	0.2904596
ENSG00000268388	ENSG00000123496	0.376316	0.09269307	-0.01748461	0.8335148
ENSG00000245694	ENSG00000123496	-0.377972	0.09115041	-0.0792068	0.3402697
ENSG00000251562	ENSG00000123496	0.2017184	0.380568	0.1145544	0.1670964
ENSG00000251562	ENSG00000077238	0.145319	0.5296708	0.3495486	1.42763e-05
ENSG00000245532	ENSG00000203485	0.5303582	0.0133888	0.3538597	1.098537e-05
ENSG00000268388	ENSG00000134070	-0.1001307	0.6658523	-0.1090435	0.1886039
ENSG00000268388	ENSG00000170604	-0.05373014	0.8170724	0.02884767	0.7287072
ENSG00000245532	ENSG00000170604	-0.3632452	0.105552	0.177216	0.03176829
ENSG00000245694	ENSG00000119669	-0.451537	0.03990477	-0.1010834	0.2231361
ENSG00000268388	ENSG00000119669	-0.1431822	0.5358049	0.2074014	0.01171512
ENSG00000175611	ENSG00000137265	0.003227314	0.9889227	0.4091434	2.671165e-07
ENSG00000233429	ENSG00000137265	0.8171529	6.149116e-06	0.2193169	0.007608851
ENSG00000255198	ENSG00000137265	-0.1839286	0.4248128	0.06553888	0.4302981
ENSG00000227354	ENSG00000137265	-0.3151394	0.1640805	0.4399731	2.462463e-08
ENSG00000197989	ENSG00000137265	-0.06185321	0.7899732	0.01587515	0.8486472
ENSG00000226950	ENSG00000137265	-0.2881103	0.2053325	-0.01550763	0.8521106
ENSG00000264575	ENSG00000137265	-0.3113478	0.1694904	0.05451371	0.5119598
ENSG00000253738	ENSG00000137265	-0.105255	0.6497793	0.08472072	0.3076095
ENSG00000268388	ENSG00000185507	-0.1184646	0.6090442	-0.02917348	0.7257648
ENSG00000245532	ENSG00000213928	0.779079	3.16089e-05	0.494428	1.956188e-10
ENSG00000268388	ENSG00000213928	0.427065	0.05349903	-0.06698801	0.4201512
ENSG00000251562	ENSG00000167378	0.2502181	0.2739771	0.2076768	0.01160169
ENSG00000251562	ENSG00000136003	0.1878028	0.4149501	0.2577085	0.001625566
ENSG00000268388	ENSG00000136003	0.02881757	0.9013172	0.3097056	0.0001349665
ENSG00000268388	ENSG00000187608	-0.1324379	0.567136	-0.0326881	0.694287
ENSG00000245532	ENSG00000172183	0.01896298	0.9349766	-0.04594885	0.5805125
ENSG00000268388	ENSG00000172183	0.01520338	0.9478492	-0.03444465	0.6787445
ENSG00000251562	ENSG00000172183	-0.2921258	0.1988045	-0.007899981	0.9243419
ENSG00000268388	ENSG00000138448	0.03532641	0.8791712	0.03448879	0.6783557
ENSG00000268388	ENSG00000100221	-0.06057454	0.7942244	-0.003058403	0.9706726
ENSG00000245532	ENSG00000154118	-0.2547144	0.2651599	0.0286607	0.7303975
ENSG00000260583	ENSG00000177606	-0.277819	0.2227108	-0.005642188	0.9459254
ENSG00000255198	ENSG00000177606	-0.2570359	0.2606785	0.03906687	0.6385005
ENSG00000264575	ENSG00000177606	-0.4879715	0.02482304	0.1009253	0.2238646
ENSG00000238197	ENSG00000177606	-0.403179	0.06994278	0.195338	0.01773924
ENSG00000177640	ENSG00000177606	-0.3110994	0.1698491	0.1961395	0.01726861
ENSG00000245910	ENSG00000177606	-0.09779221	0.6732349	-0.04826732	0.5615419
ENSG00000253738	ENSG00000177606	-0.2960239	0.192602	0.09232073	0.2660733
ENSG00000236790	ENSG00000177606	0.1649688	0.47485	0.1139875	0.1692208
ENSG00000197989	ENSG00000177606	0.4471569	0.04211552	0.09810848	0.2371256
ENSG00000226950	ENSG00000177606	-0.4597341	0.03601113	-0.0638624	0.4422108
ENSG00000224939	ENSG00000177606	-0.3461164	0.1243084	0.07417609	0.3719158
ENSG00000242808	ENSG00000177606	-0.03647818	0.8752609	0.1383547	0.09468436
ENSG00000247400	ENSG00000177606	-0.4265452	0.05382197	0.01821354	0.8266808
ENSG00000182165	ENSG00000177606	-0.5562776	0.008824585	-0.08501475	0.3059276
ENSG00000235823	ENSG00000177606	-0.3992167	0.07300275	0.1457115	0.07824048
ENSG00000175611	ENSG00000177606	-0.2724186	0.2322055	0.09909913	0.2324005
ENSG00000245910	ENSG00000130522	0.3225197	0.1538953	0.2494282	0.002314127
ENSG00000224939	ENSG00000130522	0.2482552	0.2778833	-0.08784187	0.2900642
ENSG00000152931	ENSG00000130522	0.3545671	0.1147779	0.1770284	0.03195252
ENSG00000236790	ENSG00000130522	-0.2299661	0.3159423	0.1207883	0.1450281
ENSG00000182165	ENSG00000130522	0.2597397	0.2555202	0.1976671	0.01640157
ENSG00000175611	ENSG00000130522	0.1612285	0.4850589	0.05368134	0.5184339
ENSG00000177640	ENSG00000130522	0.3373375	0.1347959	-0.01831878	0.8256953
ENSG00000227354	ENSG00000130522	0.4055244	0.06817762	-0.164273	0.04678637
ENSG00000255198	ENSG00000130522	0.1282221	0.5796456	0.3675245	4.666224e-06
ENSG00000259974	ENSG00000130522	0.1220539	0.5981591	-0.02721203	0.7435375
ENSG00000226950	ENSG00000130522	0.2673121	0.2414226	0.1028181	0.2152535
ENSG00000253738	ENSG00000130522	0.06783395	0.7701673	-0.2951758	0.0002839949
ENSG00000197989	ENSG00000130522	-0.2333819	0.3086065	0.3068886	0.0001563821
ENSG00000235823	ENSG00000130522	0.3091948	0.1726164	0.1558042	0.0595076
ENSG00000264575	ENSG00000130522	0.2235637	0.3299724	0.1415845	0.08715602
ENSG00000268388	ENSG00000165572	0.06772176	0.7705376	0.1249938	0.1314383
ENSG00000245694	ENSG00000165572	-0.5772275	0.006146915	-0.2803711	0.0005826777
ENSG00000268388	ENSG00000120696	0.1446032	0.5317222	0.111044	0.1805745
ENSG00000268388	ENSG00000130037	0.08109154	0.7267668	0.2602755	0.0014536
ENSG00000268388	ENSG00000135750	-0.09735086	0.6746315	-0.07346335	0.3765409
ENSG00000268388	ENSG00000143603	-0.01962314	0.9327178	0.4924727	2.36243e-10
ENSG00000245694	ENSG00000117139	0.496253	0.02213051	0.4567718	6.058146e-09
ENSG00000268388	ENSG00000117139	-0.1151918	0.6190395	-0.03244946	0.6964087
ENSG00000268388	ENSG00000120549	0.09914494	0.6689608	-0.006732065	0.9355007
ENSG00000245532	ENSG00000174996	-0.2934784	0.1966373	0.1907426	0.02065798
ENSG00000251562	ENSG00000174996	0.2363252	0.302369	0.2668007	0.001088504
ENSG00000251562	ENSG00000109787	0.05960611	0.7974478	0.1568148	0.05785441
ENSG00000268388	ENSG00000130487	-0.1670838	0.4691257	-0.07739073	0.3514912
ENSG00000245532	ENSG00000099910	-0.6088087	0.003401154	-0.1158089	0.1624658
ENSG00000251562	ENSG00000099910	0.1482019	0.5214474	0.0999739	0.2282835
ENSG00000251562	ENSG00000146021	0.3067271	0.1762478	0.5019263	9.382211e-11
ENSG00000225937	ENSG00000142515	0.6723971	0.0008401303	0.487863	3.668768e-10
ENSG00000245694	ENSG00000103642	0.5217674	0.01526717	0.05271111	0.5260329
ENSG00000214049	ENSG00000053747	0.3180956	0.1599464	0.2081065	0.01142663
ENSG00000245694	ENSG00000172037	0.1926322	0.4028315	0.01632276	0.8444328
ENSG00000268388	ENSG00000196878	-0.1739265	0.4508481	-0.1114337	0.17904
ENSG00000251562	ENSG00000196878	-0.1475038	0.5234332	0.1124265	0.175174
ENSG00000251562	ENSG00000058085	0.008485607	0.9708795	-7.393318e-05	0.9992909
ENSG00000251562	ENSG00000002834	0.02507197	0.9140946	0.0900793	0.2779051
ENSG00000268388	ENSG00000166816	0.01159548	0.9602142	-0.06043397	0.4671446
ENSG00000245532	ENSG00000166816	0.5840085	0.005440189	0.2699186	0.0009455735
ENSG00000245694	ENSG00000182195	-0.4947365	0.02260528	-0.1308304	0.1142239
ENSG00000268388	ENSG00000182195	-0.08165403	0.7249421	0.09000562	0.2782999
ENSG00000245532	ENSG00000105617	-0.5414972	0.01123677	0.1489511	0.07176951
ENSG00000251562	ENSG00000105617	0.08335989	0.7194171	0.1473988	0.07481381
ENSG00000245694	ENSG00000104863	-0.4825477	0.02672312	0.0772009	0.3526774
ENSG00000245532	ENSG00000104863	-0.456233	0.03763604	0.0743527	0.3707751
ENSG00000268388	ENSG00000206535	0.1411888	0.5415568	0.1210824	0.1440445
ENSG00000268388	ENSG00000196365	-0.128973	0.5774087	0.0313015	0.7066471
ENSG00000268388	ENSG00000064547	0.01415057	0.9514563	-0.1319922	0.1110168
ENSG00000268388	ENSG00000130224	0.1032506	0.6560491	0.3593856	7.80722e-06
ENSG00000251562	ENSG00000197324	0.04167765	0.8576446	0.002786213	0.9732817
ENSG00000245532	ENSG00000197324	0.232173	0.3111907	0.1125359	0.1747518
ENSG00000245694	ENSG00000130881	-0.4450169	0.04322959	-0.2775772	0.0006644163
ENSG00000268388	ENSG00000163956	0.07883548	0.7340997	0.007443766	0.9286991
ENSG00000245532	ENSG00000163956	-0.5789873	0.005956614	0.007693998	0.9263089
ENSG00000268388	ENSG00000171757	-0.1845158	0.4233099	0.04997145	0.5477899
ENSG00000245532	ENSG00000176809	-0.3511003	0.1186216	0.08897743	0.2838495
ENSG00000251562	ENSG00000176809	0.2588243	0.2572592	0.1689369	0.04080638
ENSG00000251562	ENSG00000131409	0.1906021	0.4079018	0.132404	0.1098972
ENSG00000245532	ENSG00000131409	-0.4584391	0.03660564	0.03390032	0.6835469
ENSG00000245694	ENSG00000161328	-0.3835268	0.08611388	0.3641455	5.787742e-06
ENSG00000245532	ENSG00000161328	-0.3043624	0.1797762	0.3862746	1.349982e-06
ENSG00000251562	ENSG00000146006	0.1900816	0.4092073	0.1081186	0.1924034
ENSG00000245532	ENSG00000105699	0.3956342	0.07585498	0.2170965	0.008259754
ENSG00000245694	ENSG00000160932	0.4465587	0.04242467	0.3549027	1.03046e-05
ENSG00000268388	ENSG00000160932	-0.1557836	0.5001132	-0.07312928	0.3787209
ENSG00000245532	ENSG00000160932	0.1568145	0.4972456	0.1206534	0.1454813
ENSG00000245532	ENSG00000176956	-0.4348995	0.04880948	0.03310452	0.6905906
ENSG00000251562	ENSG00000179222	0.1733487	0.4523772	-0.05225033	0.5296614
ENSG00000268388	ENSG00000179222	0.04344914	0.851657	0.01345604	0.8714946
ENSG00000268388	ENSG00000102316	-0.09610176	0.6785897	0.132773	0.1089015
ENSG00000245694	ENSG00000177383	-0.4518097	0.03977016	0.3254208	5.773908e-05
ENSG00000268388	ENSG00000187601	-0.01373555	0.9528785	0.1300422	0.1164403
ENSG00000245694	ENSG00000187391	-0.3539228	0.1154853	-0.1192168	0.1503712
ENSG00000251562	ENSG00000187391	0.247714	0.2789665	0.2208728	0.007180274
ENSG00000268388	ENSG00000131711	-0.23536	0.3044059	0.09388402	0.2580273
ENSG00000245694	ENSG00000101460	-0.6178391	0.002839175	-0.009261502	0.9113519
ENSG00000268388	ENSG00000101460	-0.07669879	0.7410652	0.0781166	0.3469785
ENSG00000268388	ENSG00000078018	-0.1478013	0.5225866	-0.0653482	0.4316437
ENSG00000245532	ENSG00000126934	-0.2886652	0.204422	0.2063085	0.01217486
ENSG00000251562	ENSG00000126934	-0.04683388	0.8402389	0.0408644	0.6231222
ENSG00000251562	ENSG00000142733	0.2422418	0.2900659	0.3668597	4.869151e-06
ENSG00000251562	ENSG00000184368	0.3852379	0.0846048	0.1183348	0.1534341
ENSG00000268388	ENSG00000164114	-0.1419932	0.5392322	0.0615053	0.4592714
ENSG00000268388	ENSG00000109339	-0.1492562	0.5184552	0.2722423	0.0008504765
ENSG00000251562	ENSG00000109339	0.1923058	0.4036444	0.1956417	0.0175596
ENSG00000268388	ENSG00000188130	-0.1255987	0.5874894	0.1031384	0.2138201
ENSG00000268388	ENSG00000121653	-0.1884288	0.4133682	0.03240797	0.6967778
ENSG00000251562	ENSG00000121653	0.01494258	0.9487427	-0.02822056	0.7343817
ENSG00000245532	ENSG00000121653	-0.3687505	0.0999866	-0.219534	0.007547713
ENSG00000268388	ENSG00000175130	-0.09131972	0.693818	-0.06207755	0.4550963
ENSG00000245694	ENSG00000175130	0.5560182	0.008862918	0.455372	6.829013e-09
ENSG00000245532	ENSG00000099308	-0.3223292	0.1541525	0.0377943	0.6494819
ENSG00000245694	ENSG00000099308	-0.4388121	0.04658941	-0.1517671	0.06650349
ENSG00000182165	ENSG00000125952	-0.2193859	0.3393241	0.07659939	0.3564526
ENSG00000236790	ENSG00000125952	0.07322563	0.752429	0.04797905	0.5638844
ENSG00000247400	ENSG00000125952	-0.1260095	0.5862582	0.1508841	0.06811982
ENSG00000227354	ENSG00000125952	-0.1934105	0.4008969	0.2588567	0.001546479
ENSG00000177640	ENSG00000125952	-0.0981866	0.6719878	0.2653916	0.001159371
ENSG00000255198	ENSG00000125952	-0.301663	0.1838627	-0.2316438	0.00475678
ENSG00000264575	ENSG00000125952	-0.2727516	0.2316125	0.236487	0.00392912
ENSG00000197989	ENSG00000125952	0.2484656	0.2774629	0.2962694	0.0002688917
ENSG00000245910	ENSG00000125952	-0.06988032	0.7634213	0.3102134	0.0001314098
ENSG00000231028	ENSG00000125952	-0.3025011	0.1825873	0.1212676	0.1434275
ENSG00000238197	ENSG00000125952	-0.3853509	0.08450582	0.3424967	2.173757e-05
ENSG00000226950	ENSG00000125952	-0.1142636	0.621886	-0.1158031	0.1624869
ENSG00000233429	ENSG00000125952	0.211963	0.3563199	0.332987	3.771961e-05
ENSG00000253738	ENSG00000125952	-0.3162005	0.1625883	0.3673398	4.721776e-06
ENSG00000235823	ENSG00000125952	-0.2740135	0.2293745	0.1342649	0.1049471
ENSG00000180769	ENSG00000125952	-0.1541429	0.5046936	0.290571	0.000356626
ENSG00000175611	ENSG00000125952	-0.3144804	0.1650122	0.209999	0.01068303
ENSG00000242808	ENSG00000125952	-0.0559342	0.8096983	0.07228019	0.3842959
ENSG00000268388	ENSG00000176055	0.1584899	0.4926023	0.1407788	0.08898766
ENSG00000251562	ENSG00000100294	-0.1293571	0.5762661	-0.1745477	0.03447499
ENSG00000268388	ENSG00000100294	-0.03671179	0.8744681	-0.04211618	0.6125077
ENSG00000268388	ENSG00000055732	-0.160978	0.4857465	-0.01058017	0.898793
ENSG00000245694	ENSG00000055732	-0.4362379	0.04804108	-0.1561442	0.05894712
ENSG00000268388	ENSG00000085276	-0.04550388	0.844722	0.06050689	0.4666064
ENSG00000255198	ENSG00000184634	0.2694327	0.2375667	-0.3740135	3.064335e-06
ENSG00000197989	ENSG00000184634	-0.03896968	0.8668118	0.04834565	0.5609062
ENSG00000175611	ENSG00000184634	0.4549583	0.03824165	0.213147	0.009540155
ENSG00000245532	ENSG00000148297	-0.5708805	0.006875484	0.09106933	0.272636
ENSG00000245532	ENSG00000103260	-0.6600598	0.00112974	0.01567705	0.8505137
ENSG00000251562	ENSG00000127804	0.4678071	0.03247347	0.3100224	0.0001327376
ENSG00000268388	ENSG00000147324	0.4328572	0.05000019	0.1721111	0.03711438
ENSG00000251562	ENSG00000147324	0.09996735	0.666367	0.1025491	0.2164625
ENSG00000268388	ENSG00000161013	-0.05966031	0.7972673	-0.008028718	0.9231127
ENSG00000245532	ENSG00000161013	0.3457164	0.1247731	0.3585602	8.219137e-06
ENSG00000245694	ENSG00000161013	0.5909748	0.004785565	0.4528542	8.459235e-09
ENSG00000245532	ENSG00000182050	-0.4941667	0.02278574	-0.141005	0.0884704
ENSG00000268388	ENSG00000074416	0.02482125	0.9149507	0.03851529	0.6432508
ENSG00000245532	ENSG00000164877	0.7667563	5.02376e-05	0.6431205	1.592108e-18
ENSG00000268388	ENSG00000177427	0.009446161	0.9675847	-0.01816491	0.8271364
ENSG00000251562	ENSG00000158411	0.1976826	0.3903694	0.493478	2.144314e-10
ENSG00000251562	ENSG00000125863	0.1107989	0.6325575	0.06752022	0.4164598
ENSG00000268388	ENSG00000168404	0.1153809	0.61846	-0.03286337	0.6927304
ENSG00000245532	ENSG00000139428	-0.3942174	0.0770057	0.1136056	0.1706632
ENSG00000251562	ENSG00000157227	0.05800215	0.8027935	-0.03496469	0.6741684
ENSG00000245694	ENSG00000157227	0.1986192	0.3880824	-0.05936324	0.4750869
ENSG00000245532	ENSG00000157227	-0.08560287	0.7121729	-0.02375761	0.7751638
ENSG00000268388	ENSG00000173542	-0.07469479	0.7476159	-0.006365423	0.9390065
ENSG00000268388	ENSG00000075643	0.2771996	0.2237866	-0.005992215	0.9425763
ENSG00000245694	ENSG00000164172	-0.6604408	0.001119673	-0.3100915	0.0001322555
ENSG00000250802	ENSG00000155363	-0.1678498	0.4670609	0.08151074	0.3263646
ENSG00000225793	ENSG00000155363	-0.02161453	0.9259071	0.1406534	0.08927563
ENSG00000245281	ENSG00000155363	-0.2907336	0.2010519	0.05002411	0.5473677
ENSG00000268006	ENSG00000155363	-0.268596	0.2390833	0.1177142	0.1556175
ENSG00000260260	ENSG00000155363	0.05345576	0.8179915	-0.00568931	0.9454745
ENSG00000249249	ENSG00000155363	-0.2554799	0.2636768	-0.08580894	0.3014149
ENSG00000188693	ENSG00000155363	-0.4155527	0.06100709	0.02895771	0.7277129
ENSG00000251095	ENSG00000155363	-0.3158689	0.1630536	-0.07459996	0.3691817
ENSG00000179743	ENSG00000155363	-0.141945	0.5393716	0.2819965	0.0005394945
ENSG00000245556	ENSG00000155363	-0.2382589	0.2983135	0.260726	0.001425194
ENSG00000247796	ENSG00000155363	-0.4580191	0.03680012	0.04334994	0.6021241
ENSG00000224032	ENSG00000155363	-0.3119122	0.1686774	0.0969245	0.2428604
ENSG00000272368	ENSG00000155363	-0.3085727	0.173527	-0.01014089	0.902974
ENSG00000230002	ENSG00000155363	0.0359177	0.8771634	0.2766263	0.0006945582
ENSG00000225213	ENSG00000155363	0.419127	0.05859517	0.1606039	0.05198844
ENSG00000180769	ENSG00000155363	-0.4165206	0.06034663	-0.01014256	0.9029581
ENSG00000260804	ENSG00000155363	-0.2401012	0.2944808	-0.05221641	0.529929
ENSG00000227354	ENSG00000155363	-0.3984178	0.07363174	0.111991	0.1768621
ENSG00000253477	ENSG00000155363	-0.22314	0.3309138	-0.03312473	0.6904114
ENSG00000258057	ENSG00000155363	-0.3778639	0.09125054	0.1063474	0.1998338
ENSG00000260331	ENSG00000155363	0.02692833	0.9077593	0.1045328	0.207659
ENSG00000179523	ENSG00000155363	-0.2243057	0.3283277	0.4125414	2.07776e-07
ENSG00000260855	ENSG00000155363	-0.2106954	0.3592706	0.277077	0.0006801184
ENSG00000234684	ENSG00000155363	-0.1249496	0.5894371	0.1336047	0.1066829
ENSG00000265478	ENSG00000155363	-0.3363492	0.1360146	-0.007199914	0.931029
ENSG00000260947	ENSG00000155363	-0.3898375	0.08064572	-0.1295347	0.117885
ENSG00000259712	ENSG00000155363	0.2911827	0.200325	0.1562698	0.0587412
ENSG00000263753	ENSG00000155363	-0.2408653	0.2929001	0.1370388	0.09789572
ENSG00000259943	ENSG00000155363	-0.1303065	0.5734456	0.4195583	1.225862e-07
ENSG00000245573	ENSG00000155363	-0.03559575	0.8782565	0.2334371	0.00443368
ENSG00000269176	ENSG00000155363	-0.03531212	0.8792197	0.04356116	0.6003543
ENSG00000258561	ENSG00000155363	-0.3452177	0.1253543	-0.121473	0.142746
ENSG00000245910	ENSG00000155363	-0.02125221	0.927146	0.08013232	0.3346393
ENSG00000175061	ENSG00000155363	-0.1406696	0.5430595	0.03013659	0.7170907
ENSG00000266368	ENSG00000155363	0.1722229	0.4553637	0.04341665	0.6015649
ENSG00000259959	ENSG00000155363	-0.2340017	0.3072865	0.300494	0.0002172753
ENSG00000226440	ENSG00000155363	0.402453	0.07049609	0.1063524	0.1998123
ENSG00000257259	ENSG00000155363	-0.1229412	0.5954807	-0.02603844	0.7542371
ENSG00000242808	ENSG00000155363	-0.09706041	0.6755512	-0.05801805	0.485168
ENSG00000268912	ENSG00000155363	-0.2885399	0.2046274	0.1123832	0.1753412
ENSG00000227028	ENSG00000155363	-0.053416	0.8181247	-0.09060164	0.2751166
ENSG00000249835	ENSG00000155363	0.05248279	0.8212523	0.03300196	0.6915003
ENSG00000257913	ENSG00000155363	-0.2006547	0.3831376	0.2407887	0.003305115
ENSG00000230612	ENSG00000155363	-0.1308622	0.5717976	0.3146969	0.0001035887
ENSG00000260948	ENSG00000155363	-0.1738582	0.4510287	0.1583844	0.0553616
ENSG00000248932	ENSG00000155363	-0.3579713	0.1110919	0.1274449	0.1239812
ENSG00000260853	ENSG00000155363	0.4014028	0.07130231	0.5224196	1.146977e-11
ENSG00000214719	ENSG00000155363	-0.2478551	0.2786838	0.1598705	0.05308366
ENSG00000251314	ENSG00000155363	-0.1984916	0.3883936	-0.03542198	0.6701544
ENSG00000264247	ENSG00000155363	-0.3463396	0.1240497	0.1158665	0.1622555
ENSG00000255435	ENSG00000155363	-0.1297457	0.5751109	0.1277151	0.1231794
ENSG00000267296	ENSG00000155363	-0.0726743	0.7542375	0.231329	0.004815636
ENSG00000269925	ENSG00000155363	0.5261207	0.01429039	0.4325169	4.480303e-08
ENSG00000260296	ENSG00000155363	-0.1659293	0.4722461	0.07715007	0.3529955
ENSG00000257303	ENSG00000155363	-0.1197212	0.6052241	0.3669528	4.840232e-06
ENSG00000231889	ENSG00000155363	-0.2176761	0.3431958	0.1540902	0.06240038
ENSG00000235100	ENSG00000155363	-0.1711716	0.4581619	0.1316997	0.1118177
ENSG00000255857	ENSG00000155363	-0.1859914	0.4195459	0.246929	0.002568689
ENSG00000256596	ENSG00000155363	-0.2718108	0.2332903	0.0595151	0.473956
ENSG00000270116	ENSG00000155363	-0.1983603	0.3887138	0.06346452	0.4450652
ENSG00000185065	ENSG00000155363	-0.226747	0.3229509	0.02950425	0.7227818
ENSG00000258441	ENSG00000155363	-0.3267159	0.1483054	0.1679911	0.04196433
ENSG00000261488	ENSG00000155363	0.47681	0.02885674	0.2869229	0.0004259841
ENSG00000269473	ENSG00000155363	-0.3830081	0.08657522	0.1275462	0.1236802
ENSG00000233429	ENSG00000155363	0.1821087	0.4294889	0.3645506	5.640924e-06
ENSG00000268049	ENSG00000155363	-0.2992487	0.1875708	0.01865613	0.8225378
ENSG00000270091	ENSG00000155363	-0.04557861	0.8444699	0.08608686	0.2998461
ENSG00000270964	ENSG00000155363	-0.09791743	0.6728388	0.1750325	0.03396921
ENSG00000247121	ENSG00000155363	-0.1714986	0.4572906	0.3153655	9.994561e-05
ENSG00000255750	ENSG00000155363	0.3040632	0.1802261	0.2195992	0.007529465
ENSG00000228172	ENSG00000155363	-0.1407573	0.5428055	0.1527493	0.0647426
ENSG00000261123	ENSG00000155363	-0.09478589	0.6827684	0.002333488	0.9776218
ENSG00000229839	ENSG00000155363	-0.04139607	0.858597	0.05455313	0.5116543
ENSG00000259736	ENSG00000155363	-0.01276245	0.9562136	0.08846753	0.286629
ENSG00000248671	ENSG00000155363	-0.3792535	0.08996959	0.2796907	0.0006016842
ENSG00000260464	ENSG00000155363	-0.1643938	0.4764122	0.1533071	0.06375965
ENSG00000257740	ENSG00000155363	-0.1759865	0.4454192	0.2063447	0.01215938
ENSG00000269893	ENSG00000155363	-0.2479014	0.278591	-0.005261574	0.9495682
ENSG00000234160	ENSG00000155363	-0.06534239	0.7784024	-0.08765247	0.2911095
ENSG00000229728	ENSG00000155363	-0.19029	0.4086841	0.1425602	0.08497822
ENSG00000267858	ENSG00000155363	-0.1366118	0.5548694	0.2126932	0.009697942
ENSG00000248559	ENSG00000155363	-0.2018946	0.3801433	-0.07956501	0.3380835
ENSG00000233862	ENSG00000155363	-0.1565221	0.4980581	0.06743963	0.4170176
ENSG00000261342	ENSG00000155363	-0.2695187	0.2374111	-0.04041727	0.6269327
ENSG00000206195	ENSG00000155363	-0.1866754	0.4178072	0.1601127	0.05271992
ENSG00000263731	ENSG00000155363	-0.1357483	0.5573972	0.07552131	0.3632817
ENSG00000270681	ENSG00000155363	-0.1101847	0.6344565	0.11835	0.1533809
ENSG00000260257	ENSG00000155363	-0.1619383	0.4831132	0.04701862	0.5717223
ENSG00000259354	ENSG00000155363	0.656617	0.001224228	0.2074324	0.01170231
ENSG00000260274	ENSG00000155363	-0.2125095	0.3550521	0.1082046	0.1920476
ENSG00000224281	ENSG00000155363	-0.2179954	0.3424709	0.1002564	0.2269647
ENSG00000258056	ENSG00000155363	-0.3642635	0.1045059	0.1572939	0.05708388
ENSG00000197670	ENSG00000155363	0.02673301	0.9084256	0.2933446	0.0003110582
ENSG00000175061	ENSG00000155363	-0.1406696	0.5430595	0.03013659	0.7170907
ENSG00000235257	ENSG00000155363	0.04460703	0.8477477	0.2151354	0.008875155
ENSG00000232043	ENSG00000155363	0.1874259	0.4159039	0.2579068	0.001611648
ENSG00000261572	ENSG00000155363	-0.3454912	0.1250354	-0.006976929	0.9331601
ENSG00000227398	ENSG00000155363	-0.2135177	0.35272	0.2006574	0.01481334
ENSG00000245532	ENSG00000066382	-0.01856349	0.9363438	-0.1601524	0.05266047
ENSG00000245694	ENSG00000198015	-0.242674	0.2891794	0.09122324	0.271823
ENSG00000268388	ENSG00000198015	-0.05628758	0.8085174	0.03285221	0.6928295
ENSG00000268388	ENSG00000181991	0.258419	0.2580316	0.1030147	0.2143729
ENSG00000245694	ENSG00000181991	-0.5475659	0.01018853	-0.01789381	0.8296768
ENSG00000245532	ENSG00000181610	-0.3625892	0.1062299	-0.08824277	0.2878599
ENSG00000268388	ENSG00000181610	-0.1283062	0.5793948	0.03976671	0.6324943
ENSG00000245694	ENSG00000120832	-0.3806745	0.08867354	0.1613449	0.05090087
ENSG00000245694	ENSG00000100714	0.4784312	0.02824069	0.1972944	0.0166095
ENSG00000268388	ENSG00000100714	0.1591688	0.4907271	-0.01553372	0.8518646
ENSG00000251562	ENSG00000163738	0.4743339	0.02981807	0.4245403	8.36657e-08
ENSG00000245694	ENSG00000163738	-0.3906346	0.07997391	0.3335988	3.642526e-05
